Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
Wilbraham Police Dept,MD,12,14356,25,0,2,4,19,251,70,165,16,174.1,.0,13.9,27.9,132.3,1748.4,487.6,1149.3,111.5
Williamsburg Police Dept,MD,12,2499,2,0,0,0,2,32,11,20,1,80.0,.0,.0,.0,80.0,1280.5,440.2,800.3,40.0
Williamstown Police Dept,MD,11,7789,10,0,5,1,4,152,17,132,3,,,,,,,,,
Wilmington Police Dept,MD,12,22758,28,0,2,3,23,275,58,213,4,123.0,.0,8.8,13.2,101.1,1208.4,254.9,935.9,17.6
Wilton Police Dept,MD,12,4115,7,0,3,1,3,83,20,59,4,170.1,.0,72.9,24.3,72.9,2017.0,486.0,1433.8,97.2
Winchendon Police Dept,MD,12,10427,34,0,4,1,29,258,24,223,11,326.1,.0,38.4,9.6,278.1,2474.3,230.2,2138.7,105.5
Winchester Police Dept,MD,12,21786,12,0,1,3,8,202,40,154,8,55.1,.0,4.6,13.8,36.7,927.2,183.6,706.9,36.7
Windham Town Police Dept,MD,12,17054,17,0,3,5,9,325,65,251,9,99.7,.0,17.6,29.3,52.8,1905.7,381.1,1471.8,52.8
Winslow Town Police Dept,MD,12,7787,4,0,3,1,0,145,16,123,6,51.4,.0,38.5,12.8,.0,1862.1,205.5,1579.6,77.1
Winthrop Police Dept,MD,12,17895,39,0,2,6,31,184,41,125,18,217.9,.0,11.2,33.5,173.2,1028.2,229.1,698.5,100.6
Winthrop Police Dept,MD,12,6086,2,0,0,0,2,129,20,106,3,32.9,.0,.0,.0,32.9,2119.6,328.6,1741.7,49.3
Wiscasset Police Dept,MD,12,3711,3,0,0,1,2,79,27,51,1,80.8,.0,.0,26.9,53.9,2128.8,727.6,1374.3,26.9
Woburn Police Dept,MD,12,38863,96,0,4,19,73,668,105,544,19,247.0,.0,10.3,48.9,187.8,1718.9,270.2,1399.8,48.9
Worcester Police Dept,MD,12,183247,1758,8,33,419,1298,6432,2040,3927,465,959.4,4.4,18.0,228.7,708.3,3510.0,1113.3,2143.0,253.8
Worchester County Sheriff Office,MD,12,,30,1,2,3,24,165,42,122,1,,,,,,,,,
Wrentham Police Dept,MD,12,11125,6,0,0,1,5,85,8,71,6,53.9,.0,.0,9.0,44.9,764.0,71.9,638.2,53.9
Yarmouth Police Dept,MD,12,23991,147,0,5,6,136,724,287,422,15,612.7,.0,20.8,25.0,566.9,3017.8,1196.3,1759.0,62.5
Yarmouth Police Dept,MD,12,8376,4,0,2,1,1,78,21,56,1,47.8,.0,23.9,11.9,11.9,931.2,250.7,668.6,11.9
York County Sheriff Department,MD,12,,30,0,4,3,23,383,129,231,23,,,,,,,,,
York Town Police Dept,MD,12,12608,2,0,1,1,0,245,58,184,3,15.9,.0,7.9,7.9,.0,1943.2,460.0,1459.4,23.8
Adair County Sheriff Department,MO,12,,3,0,0,0,3,144,27,110,7,,,,,,,,,
Adrain City Police Dept,MO,12,1677,8,0,0,0,8,53,18,31,4,477.0,.0,.0,.0,477.0,3160.4,1073.3,1848.5,238.5
Advance Police Dept,MO,12,1342,0,0,0,0,0,25,2,23,0,.0,.0,.0,.0,.0,1862.9,149.0,1713.9,.0
Aitkin County Sheriff Office,MO,12,,,0,,2,12,456,181,246,29,,,,,,,,,
Albany Police Dept,MO,12,2601,,0,,0,0,26,2,24,0,,.0,,.0,.0,999.6,76.9,922.7,.0
Albert Lea Police Dept,MO,12,18082,,0,,1,25,494,55,425,14,,.0,,5.5,138.3,2732.0,304.2,2350.4,77.4
Alexandria Police Dept,MO,12,11192,,0,,2,14,320,47,257,16,,.0,,17.9,125.1,2859.2,419.9,2296.3,143.0
Alma Police Dept,MO,12,401,0,0,0,0,0,0,0,0,0,.0,.0,.0,.0,.0,.0,.0,.0,.0
Alton Police Dept,MO,12,883,18,0,0,0,18,37,13,22,2,2038.5,.0,.0,.0,2038.5,4190.3,1472.3,2491.5,226.5
Anderson Police Dept,MO,12,1958,15,0,1,0,14,65,14,49,2,766.1,.0,51.1,.0,715.0,3319.7,715.0,2502.6,102.1
Andrew County Sheriff Department,MO,12,,5,1,0,0,4,92,32,57,3,,,,,,,,,
Annandale Police Dept,MO,12,3292,,0,,0,5,80,11,66,3,,.0,,.0,151.9,2430.1,334.1,2004.9,91.1
Anoka County Sheriff Office,MO,12,,,0,,2,44,1448,320,1068,60,,,,,,,,,
Anoka Police Dept,MO,12,17367,,0,,15,16,747,74,634,39,,.0,,86.4,92.1,4301.3,426.1,3650.6,224.6
Apple Valley Police Dept,MO,12,49827,,2,,16,18,1116,109,981,26,,4.0,,32.1,36.1,2239.7,218.8,1968.8,52.2
Appleton Police Dept,MO,12,1401,,0,,0,3,20,6,14,0,,.0,,.0,214.1,1427.6,428.3,999.3,.0
Appleton Police Dept,MO,12,1111,6,0,0,0,6,26,10,14,2,540.1,.0,.0,.0,540.1,2340.2,900.1,1260.1,180.0
Arbyrd Police Dept,MO,12,510,0,0,0,0,0,0,0,0,0,.0,.0,.0,.0,.0,.0,.0,.0,.0
Archie Police Dept,MO,12,1178,0,0,0,0,0,11,4,4,3,.0,.0,.0,.0,.0,933.8,339.6,339.6,254.7
Arden Hills,MO,12,9704,,0,,1,2,156,32,108,16,,.0,,10.3,20.6,1607.6,329.8,1112.9,164.9
Arnold Police Dept,MO,12,20920,30,1,3,8,18,725,53,648,24,143.4,4.8,14.3,38.2,86.0,3465.6,253.3,3097.5,114.7
Ash Grove Police Dept,MO,11,1485,1,0,0,0,1,36,8,26,2,,,,,,,,,
Ashland Police Dept,MO,12,3784,7,0,1,0,6,50,6,43,1,185.0,.0,26.4,.0,158.6,1321.4,158.6,1136.4,26.4
Atchison County Sheriff Office,MO,12,,1,0,1,0,0,13,7,5,1,,,,,,,,,
Audrain County Sheriff Department,MO,12,,4,0,0,0,4,125,43,76,6,,,,,,,,,
Aurora,MO,12,1693,,0,,0,0,0,0,0,0,,.0,,.0,.0,.0,.0,.0,.0
Aurora City Police Dept,MO,12,7528,69,0,1,2,66,336,56,251,29,916.6,.0,13.3,26.6,876.7,4463.3,743.9,3334.2,385.2
Austin Police Dept,MO,12,24993,,0,,11,46,712,154,540,18,,.0,,44.0,184.1,2848.8,616.2,2160.6,72.0
Auxvasse Public Safety Dept,MO,12,987,5,0,0,0,5,59,22,36,1,506.6,.0,.0,.0,506.6,5977.7,2229.0,3647.4,101.3
Ava City Police Dept,MO,12,2969,6,0,0,1,5,147,34,108,5,202.1,.0,.0,33.7,168.4,4951.2,1145.2,3637.6,168.4
Babbitt Police Dept,MO,12,1484,,0,,0,3,37,3,33,1,,.0,,.0,202.2,2493.3,202.2,2223.7,67.4
Ballwin Police Dept,MO,12,30454,18,0,1,1,16,216,52,154,10,59.1,.0,3.3,3.3,52.5,709.3,170.7,505.7,32.8
Barry County Sheriff Office,MO,12,,54,0,5,1,48,488,186,266,36,,,,,,,,,
Barton County Sheriff Office,MO,11,,16,0,2,0,14,117,47,64,6,,,,,,,,,
Bates County Sheriff Department,MO,12,,33,0,0,0,33,195,58,115,22,,,,,,,,,
Bates Police Dept,MO,12,218,0,0,0,0,0,2,0,2,0,.0,.0,.0,.0,.0,917.4,.0,917.4,.0
Battlefield Police Dept,MO,12,5645,2,0,0,2,0,86,28,56,2,35.4,.0,.0,35.4,.0,1523.5,496.0,992.0,35.4
Baxter Village Police Dept,MO,12,7691,,0,,0,8,504,8,493,3,,.0,,.0,104.0,6553.1,104.0,6410.1,39.0
Bayport Police Dept,MO,12,3518,,0,,0,0,43,5,34,4,,.0,,.0,.0,1222.3,142.1,966.5,113.7
Becker County Sheriff Office,MO,12,,,0,,0,13,123,35,60,28,,,,,,,,,
Becker Police Dept,MO,12,4609,,0,,0,5,43,10,32,1,,.0,,.0,108.5,933.0,217.0,694.3,21.7
Bel-Nor Police Dept,MO,12,1501,3,0,2,0,1,24,6,15,3,199.9,.0,133.2,.0,66.6,1598.9,399.7,999.3,199.9
Bel-Ridge Village Police Dept,MO,12,2741,49,0,1,7,41,133,57,69,7,1787.7,.0,36.5,255.4,1495.8,4852.2,2079.5,2517.3,255.4
Belgrade Police Dept,MO,12,748,,0,,0,0,0,0,0,0,,.0,,.0,.0,.0,.0,.0,.0
Bella Villa Police Dept,MO,12,730,4,0,0,0,4,5,4,1,0,547.9,.0,.0,.0,547.9,684.9,547.9,137.0,.0
Belle Police Dept,MO,12,1549,5,0,0,0,5,19,8,10,1,322.8,.0,.0,.0,322.8,1226.6,516.5,645.6,64.6
Belle Plaine Police Dept,MO,12,6836,,0,,0,4,100,4,95,1,,.0,,.0,58.5,1462.8,58.5,1389.7,14.6
Bellefontaine Neighbors Police Dept,MO,12,10877,59,0,1,17,41,432,155,202,75,542.4,.0,9.2,156.3,376.9,3971.7,1425.0,1857.1,689.5
Belton Police Dept,MO,12,23295,71,0,7,10,54,656,101,524,31,304.8,.0,30.0,42.9,231.8,2816.1,433.6,2249.4,133.1
Beltrami County Sheriff Office,MO,12,,,0,,6,30,422,138,270,14,,,,,,,,,
Bemidji Police Dept,MO,12,13745,,1,,7,35,1332,98,1203,31,,7.3,,50.9,254.6,9690.8,713.0,8752.3,225.5
Benson Police Dept,MO,12,3214,,0,,0,9,110,25,79,6,,.0,,.0,280.0,3422.5,777.8,2458.0,186.7
Benton County Sheriff Office,MO,12,,,0,,0,3,204,48,143,13,,,,,,,,,
Benton County Sheriff Office,MO,12,,63,1,12,3,47,336,155,170,11,,,,,,,,,
Berkeley Police Dept,MO,12,8993,261,1,7,23,230,516,226,234,56,2902.3,11.1,77.8,255.8,2557.5,5737.8,2513.1,2602.0,622.7
Bernie Police Dept,MO,12,1952,2,0,0,0,2,23,6,16,1,102.5,.0,.0,.0,102.5,1178.3,307.4,819.7,51.2
Bertrand Police Dept,MO,6,819,0,0,0,0,0,37,25,12,0,,,,,,,,,
Bethany Police Dept,MO,12,3265,2,0,0,0,2,58,15,36,7,61.3,.0,.0,.0,61.3,1776.4,459.4,1102.6,214.4
Beverly Hills Police Dept,MO,12,575,9,0,0,1,8,29,20,9,0,1565.2,.0,.0,173.9,1391.3,5043.5,3478.3,1565.2,.0
Big Lake Police Dept,MO,12,10222,,0,,0,12,144,18,124,2,,.0,,.0,117.4,1408.7,176.1,1213.1,19.6
Big Stone County Sheriff Office,MO,12,,,0,,0,0,53,13,37,3,,,,,,,,,
Billings Police Dept,MO,12,1052,1,0,0,1,0,25,8,15,2,95.1,.0,.0,95.1,.0,2376.4,760.5,1425.9,190.1
Birch Tree Police Dept,MO,12,679,9,0,0,0,9,14,4,7,3,1325.5,.0,.0,.0,1325.5,2061.9,589.1,1030.9,441.8
Bismarck Police Dept,MO,12,1554,2,0,1,0,1,4,3,1,0,128.7,.0,64.4,.0,64.4,257.4,193.1,64.4,.0
Blackduck Police Dept,MO,12,804,,0,,0,1,23,0,23,0,,.0,,.0,124.4,2860.7,.0,2860.7,.0
Blaine Police Dept,MO,12,57953,,0,,11,29,1922,200,1666,56,,.0,,19.0,50.0,3316.5,345.1,2874.7,96.6
Bloomfield Police Dept,MO,12,1932,10,0,0,0,10,34,11,23,0,517.6,.0,.0,.0,517.6,1759.8,569.4,1190.5,.0
Blooming Prairie Police Dept,MO,12,2007,,0,,0,0,0,0,0,0,,.0,,.0,.0,.0,.0,.0,.0
Bloomington Police Dept,MO,12,84596,,0,,59,63,3212,227,2908,77,,.0,,69.7,74.5,3796.9,268.3,3437.5,91.0
Blue Earth County Sheriff Office,MO,12,,,0,,0,7,156,42,102,12,,,,,,,,,
Blue Earth Police Dept,MO,12,3365,,1,,0,4,47,9,37,1,,29.7,,.0,118.9,1396.7,267.5,1099.6,29.7
Blue Springs Police Dept,MO,12,52848,128,4,12,20,92,1767,260,1378,129,242.2,7.6,22.7,37.8,174.1,3343.6,492.0,2607.5,244.1
Bolivar Police Dept,MO,12,10353,47,0,2,1,44,346,71,271,4,454.0,.0,19.3,9.7,425.0,3342.0,685.8,2617.6,38.6
Bollinger County Sheriff Office,MO,12,,12,1,0,0,11,79,33,44,2,,,,,,,,,
Bonne Terre Police Dept,MO,12,6891,4,0,0,1,3,60,15,33,12,58.0,.0,.0,14.5,43.5,870.7,217.7,478.9,174.1
Boone County Sheriff Department,MO,12,,114,0,3,14,97,779,200,530,49,,,,,,,,,
Boonville Police Dept,MO,12,8362,26,0,1,0,25,268,39,224,5,310.9,.0,12.0,.0,299.0,3205.0,466.4,2678.8,59.8
Bourbon Police Dept,MO,10,1643,8,0,0,0,8,10,0,9,1,,,,,,,,,
Bowling Green City Police Dept,MO,12,5356,6,0,1,0,5,162,23,135,4,112.0,.0,18.7,.0,93.4,3024.6,429.4,2520.5,74.7
Brainerd Police Dept,MO,12,13734,,0,,2,36,695,103,575,17,,.0,,14.6,262.1,5060.4,750.0,4186.7,123.8
Branson Police Dept,MO,12,10759,165,0,2,20,143,1297,149,1103,45,1533.6,.0,18.6,185.9,1329.1,12055.0,1384.9,10251.9,418.3
Braymer Police Dept,MO,12,869,0,0,0,0,0,10,5,5,0,.0,.0,.0,.0,.0,1150.7,575.4,575.4,.0
Breckenridge Police Dept,MO,12,3417,,0,,2,2,78,22,54,2,,.0,,58.5,58.5,2282.7,643.8,1580.3,58.5
Breckenridge Hills Police Dept,MO,12,4753,15,0,1,4,10,187,76,103,8,315.6,.0,21.0,84.2,210.4,3934.4,1599.0,2167.1,168.3
Brentwood Police Dept,MO,12,8068,13,0,0,8,5,252,14,232,6,161.1,.0,.0,99.2,62.0,3123.5,173.5,2875.6,74.4
Bridgeton Police Dept,MO,12,11569,76,1,3,18,54,1118,88,989,41,656.9,8.6,25.9,155.6,466.8,9663.8,760.7,8548.7,354.4
Brookfield Police Dept,MO,12,4482,3,0,0,1,2,124,49,70,5,66.9,.0,.0,22.3,44.6,2766.6,1093.3,1561.8,111.6
Brooklyn Center Police Dept,MO,12,30725,,1,,54,49,1571,249,1196,126,,3.3,,175.8,159.5,5113.1,810.4,3892.6,410.1
City Of Brooklyn Park Police Dept,MO,12,77346,,4,,91,122,2629,493,2001,135,,5.2,,117.7,157.7,3399.0,637.4,2587.1,174.5
Brown County Sheriff Department,MO,12,,,0,,0,0,11,4,7,0,,,,,,,,,
Brownton Police Dept,MO,12,762,,0,,0,0,2,0,2,0,,.0,,.0,.0,262.5,.0,262.5,.0
Brunswick Police Dept,MO,5,849,0,0,0,0,0,0,0,0,0,,,,,,,,,
Buchanan County Sheriff Office,MO,12,,20,0,0,2,18,247,71,163,13,,,,,,,,,
Bucklin Police Dept,MO,12,460,1,0,0,0,1,5,3,2,0,217.4,.0,.0,.0,217.4,1087.0,652.2,434.8,.0
Buckner City Police Dept,MO,12,3092,7,0,4,1,2,65,21,39,5,226.4,.0,129.4,32.3,64.7,2102.2,679.2,1261.3,161.7
Buffalo Police Dept,MO,12,15765,,0,,1,12,423,53,363,7,,.0,,6.3,76.1,2683.2,336.2,2302.6,44.4
Buffalo Police Dept,MO,12,3086,4,0,0,0,4,155,37,118,0,129.6,.0,.0,.0,129.6,5022.7,1199.0,3823.7,.0
Burnsville Police Dept,MO,12,61218,,0,,17,86,1810,202,1536,72,,.0,,27.8,140.5,2956.6,330.0,2509.1,117.6
Butler County Sheriff Office,MO,12,,100,0,11,7,82,672,177,460,35,,,,,,,,,
Butler Police Dept,MO,12,4217,5,0,0,1,4,202,31,158,13,118.6,.0,.0,23.7,94.9,4790.1,735.1,3746.7,308.3
Byrnes Mill Police Dept,MO,12,2796,5,0,0,0,5,33,0,31,2,178.8,.0,.0,.0,178.8,1180.3,.0,1108.7,71.5
Cabool Police Dept,MO,12,2144,3,0,1,0,2,41,12,26,3,139.9,.0,46.6,.0,93.3,1912.3,559.7,1212.7,139.9
Caldwell County Sheriff Office,MO,12,,29,0,1,0,28,125,55,68,2,,,,,,,,,
Caledonia Police Dept,MO,12,2868,,0,,0,2,34,5,28,1,,.0,,.0,69.7,1185.5,174.3,976.3,34.9
California City Police Dept,MO,12,4312,14,0,3,6,5,84,13,64,7,324.7,.0,69.6,139.1,116.0,1948.1,301.5,1484.2,162.3
Callaway County Sheriff Office,MO,12,,53,0,1,3,49,737,209,497,31,,,,,,,,,
Cambridge Police Dept,MO,12,8262,,0,,0,1,318,27,285,6,,.0,,.0,12.1,3848.9,326.8,3449.5,72.6
Camden County Sheriff Department,MO,12,,38,0,1,0,37,409,117,273,19,,,,,,,,,
Camden Police Dept,MO,12,483,0,0,0,0,0,1,1,0,0,.0,.0,.0,.0,.0,207.0,207.0,.0,.0
Camdenton Police Dept,MO,12,3698,22,0,1,0,21,269,29,233,7,594.9,.0,27.0,.0,567.9,7274.2,784.2,6300.7,189.3
Cameron City Police Dept,MO,12,9943,31,0,0,1,30,216,49,161,6,311.8,.0,.0,10.1,301.7,2172.4,492.8,1619.2,60.3
Campbell Police Dept,MO,12,1998,4,0,0,0,4,90,34,52,4,200.2,.0,.0,.0,200.2,4504.5,1701.7,2602.6,200.2
Cannon Falls Police Dept,MO,12,4112,,0,,0,3,112,23,85,4,,.0,,.0,73.0,2723.7,559.3,2067.1,97.3
Canton Town Police Dept,MO,12,2370,4,0,0,0,4,69,9,56,4,168.8,.0,.0,.0,168.8,2911.4,379.7,2362.9,168.8
Cape Girardeau County Sheriff Office,MO,12,,9,0,1,1,7,320,116,187,17,,,,,,,,,
Cape Girardeau Police Dept,MO,12,38474,243,3,12,66,162,2628,500,2052,76,631.6,7.8,31.2,171.5,421.1,6830.6,1299.6,5333.5,197.5
Cardwell Police Dept,MO,12,715,1,0,0,0,1,8,4,3,1,139.9,.0,.0,.0,139.9,1118.9,559.4,419.6,139.9
Carl Junction Police Dept,MO,12,7525,2,0,0,0,2,166,29,132,5,26.6,.0,.0,.0,26.6,2206.0,385.4,1754.2,66.4
Carlton County Sheriff Office,MO,12,,,0,,0,7,250,65,176,9,,,,,,,,,
Carroll County Sheriff Department,MO,12,,9,2,0,0,7,59,19,35,5,,,,,,,,,
Carrollton Police Dept,MO,8,3778,3,0,1,0,2,41,4,35,2,,,,,,,,,
Carter County Sheriff Department,MO,12,,2,0,0,0,2,32,10,18,4,,,,,,,,,
Carterville City Police Dept,MO,12,1912,4,0,1,1,2,12,1,10,1,209.2,.0,52.3,52.3,104.6,627.6,52.3,523.0,52.3
Carthage Police Dept,MO,12,14529,26,1,4,3,18,450,65,366,19,179.0,6.9,27.5,20.6,123.9,3097.3,447.4,2519.1,130.8
Caruthersville Police Dept,MO,12,6139,105,0,3,14,88,283,98,176,9,1710.4,.0,48.9,228.1,1433.5,4609.9,1596.4,2866.9,146.6
Carver County Sheriff Office,MO,12,,,1,,4,21,749,126,601,22,,,,,,,,,
Cass County Sheriff Office,MO,12,,,3,,1,18,1059,216,785,58,,,,,,,,,
Cass County Sheriff Office,MO,12,,46,1,6,1,38,367,94,244,29,,,,,,,,,
Cassville City Police Dept,MO,12,3243,20,0,1,1,18,342,33,304,5,616.7,.0,30.8,30.8,555.0,10545.8,1017.6,9374.0,154.2
Catron Police Dept,MO,10,67,0,0,0,0,0,0,0,0,0,,,,,,,,,
Cedar County Sheriff Department,MO,12,,26,0,4,0,22,125,51,69,5,,,,,,,,,
Circle Pines-Lexington Police Dept,MO,12,10903,,0,,0,13,130,15,108,7,,.0,,.0,119.2,1192.3,137.6,990.6,64.2
Center City Police Dept,MO,12,515,0,0,0,0,0,10,2,8,0,.0,.0,.0,.0,.0,1941.7,388.3,1553.4,.0
Centralia Police Dept,MO,12,4111,8,0,0,2,6,103,19,81,3,194.6,.0,.0,48.6,145.9,2505.5,462.2,1970.3,73.0
Chaffee Police Dept,MO,12,2958,5,0,1,0,4,39,15,22,2,169.0,.0,33.8,.0,135.2,1318.5,507.1,743.7,67.6
Champlin City Police Dept,MO,12,23568,,0,,2,10,382,66,312,4,,.0,,8.5,42.4,1620.8,280.0,1323.8,17.0
Chariton County Sheriff Office,MO,12,,23,0,1,0,22,62,18,41,3,,,,,,,,,
Charlack Police Dept,MO,12,1365,5,1,1,2,1,39,9,26,4,366.3,73.3,73.3,146.5,73.3,2857.1,659.3,1904.8,293.0
Charleston Police Dept,MO,12,5941,75,2,4,5,64,144,32,108,4,1262.4,33.7,67.3,84.2,1077.3,2423.8,538.6,1817.9,67.3
Chaska City Police Dept,MO,12,24344,,0,,3,10,339,36,300,3,,.0,,12.3,41.1,1392.5,147.9,1232.3,12.3
Chesterfield Police Dept,MO,12,47560,23,0,2,7,14,755,68,667,20,48.4,.0,4.2,14.7,29.4,1587.5,143.0,1402.4,42.1
Chillicothe Police Dept,MO,12,9462,14,0,2,2,10,304,66,221,17,148.0,.0,21.1,21.1,105.7,3212.9,697.5,2335.7,179.7
Chippewa County Sheriff Office,MO,12,,,0,,0,5,30,4,25,1,,,,,,,,,
Chisago County Sheriff Office,MO,12,,,0,,0,7,102,22,74,6,,,,,,,,,
Chisholm Police Dept,MO,12,5008,,0,,0,2,107,8,94,5,,.0,,.0,39.9,2136.6,159.7,1877.0,99.8
Christian County Sheriff Office,MO,12,,55,0,0,2,53,350,124,180,46,,,,,,,,,
Clark County Sheriff Department,MO,12,,5,0,0,0,5,26,16,6,4,,,,,,,,,
Clarkton Police Dept,MO,12,1290,9,0,0,0,9,33,6,24,3,697.7,.0,.0,.0,697.7,2558.1,465.1,1860.5,232.6
Clay County Sheriff Office,MO,12,,,0,,0,3,93,33,55,5,,,,,,,,,
Clay,MO,12,,36,2,7,2,25,235,96,112,27,,,,,,,,,
Claycomo Police Dept,MO,12,1454,6,0,3,0,3,43,4,36,3,412.7,.0,206.3,.0,206.3,2957.4,275.1,2475.9,206.3
Clayton Police Dept,MO,12,15966,24,0,3,6,15,270,59,192,19,150.3,.0,18.8,37.6,93.9,1691.1,369.5,1202.6,119.0
Clearwater County Sheriff Office,MO,12,,,0,,1,0,97,43,47,7,,,,,,,,,
Clever Police Dept,MO,12,2175,13,0,1,0,12,4,1,2,1,597.7,.0,46.0,.0,551.7,183.9,46.0,92.0,46.0
Clinton County Sheriff Office,MO,12,,22,1,0,0,21,117,31,79,7,,,,,,,,,
Clinton Police Dept,MO,12,9003,47,0,1,2,44,433,97,309,27,522.0,.0,11.1,22.2,488.7,4809.5,1077.4,3432.2,299.9
Cloquet Police Dept,MO,12,12226,,1,,3,17,539,66,455,18,,8.2,,24.5,139.0,4408.6,539.8,3721.6,147.2
Cold Spring Police Dept,MO,12,5508,,1,,0,1,43,4,37,2,,18.2,,.0,18.2,780.7,72.6,671.8,36.3
Cole County Sheriff Office,MO,12,,55,0,3,2,50,262,91,151,20,,,,,,,,,
Cole Camp Police Dept,MO,12,1126,3,0,1,0,2,19,6,10,3,266.4,.0,88.8,.0,177.6,1687.4,532.9,888.1,266.4
Columbia Police Dept,MO,12,110646,476,3,41,162,270,4221,784,3294,143,430.2,2.7,37.1,146.4,244.0,3814.9,708.6,2977.1,129.2
Columbia Heights Police Dept,MO,12,19758,,0,,18,38,595,132,438,25,,.0,,91.1,192.3,3011.4,668.1,2216.8,126.5
